sortBy,Station ID,Line,Stop Name,Borough,Daytime Routes,GTFS Latitude,GTFS Longitude,color,tractId1,tractWeight1,tractId2,tractWeight2,income
1,416,Lenox - White Plains Rd,Wakefield - 241 St,Bx,2,40.903125,-73.85062,EE352E,36005041400,0.736,36005044200,0.264,51709
2,417,Lenox - White Plains Rd,Nereid Av,Bx,2,40.898379,-73.854376,EE352E,36005043400,0.899,36005041800,0.101,45079
3,418,Lenox - White Plains Rd,233 St,Bx,2,40.893193,-73.857473,EE352E,36005042000,0.622,36005042200,0.378,40228
4,419,Lenox - White Plains Rd,225 St,Bx,2,40.888022,-73.860341,EE352E,36005040800,0.696,36005039400,0.304,32102
5,420,Lenox - White Plains Rd,219 St,Bx,2,40.883895,-73.862633,EE352E,36005039200,0.612,36005039400,0.388,36963
6,421,Lenox - White Plains Rd,Gun Hill Rd,Bx,2,40.87785,-73.866256,EE352E,36005037800,0.717,36005037400,0.283,36387
7,422,Lenox - White Plains Rd,Burke Av,Bx,2,40.871356,-73.867164,EE352E,36005037400,0.516,36005033800,0.484,34865
8,423,Lenox - White Plains Rd,Allerton Av,Bx,2,40.865462,-73.867352,EE352E,36005033202,0.611,36005033800,0.389,45603
9,424,Lenox - White Plains Rd,Pelham Pkwy,Bx,2,40.857192,-73.867615,EE352E,36005022403,0.563,36005022401,0.437,40745
10,425,Lenox - White Plains Rd,Bronx Park East,Bx,2,40.848828,-73.868457,EE352E,36005023000,0.69,36005023600,0.31,40563
11,426,Lenox - White Plains Rd,E 180 St,Bx,2 5,40.841894,-73.873488,EE352E,36005022000,0.552,36005024000,0.448,30991
12,427,Lenox - White Plains Rd,West Farms Sq - E Tremont Av,Bx,2 5,40.840295,-73.880049,EE352E,36005036100,0.611,36005035900,0.389,23681
13,428,Lenox - White Plains Rd,174 St,Bx,2 5,40.837288,-73.887734,EE352E,36005016100,0.583,36005015500,0.417,16022
14,429,Lenox - White Plains Rd,Freeman St,Bx,2 5,40.829993,-73.891865,EE352E,36005012500,0.74,36005012101,0.26,30671
15,430,Lenox - White Plains Rd,Simpson St,Bx,2 5,40.824073,-73.893064,EE352E,36005015900,0.584,36005012701,0.416,19133
16,431,Lenox - White Plains Rd,Intervale Av,Bx,2 5,40.822181,-73.896736,EE352E,36005012901,0.552,36005008700,0.448,24978
17,432,Lenox - White Plains Rd,Prospect Av,Bx,2 5,40.819585,-73.90177,EE352E,36005007700,0.731,36005012901,0.269,31483
18,433,Lenox - White Plains Rd,Jackson Av,Bx,2 5,40.81649,-73.907807,EE352E,36005007900,0.567,36005007500,0.433,26624
19,434,Lenox - White Plains Rd,3 Av - 149 St,Bx,2 5,40.816109,-73.917757,EE352E,36005004300,0.644,36005006700,0.356,22239
20,435,Lenox - White Plains Rd,149 St - Grand Concourse,Bx,2 5,40.81841,-73.926718,EE352E,36005006500,0.642,36005005100,0.358,22988
21,438,Lenox - White Plains Rd,135 St,M,2 3,40.814229,-73.94077,EE352E,36061021200,0.728,36061022800,0.272,49052
22,439,Lenox - White Plains Rd,125 St,M,2 3,40.807754,-73.945495,EE352E,36061020000,0.67,36061022200,0.33,58470
23,440,Lenox - White Plains Rd,116 St,M,2 3,40.802098,-73.949625,EE352E,36061019000,0.721,36061018600,0.279,49524
24,441,Lenox - White Plains Rd,Central Park North (110 St),M,2 3,40.799075,-73.951822,EE352E,36061018600,0.663,36061021600,0.337,41964
25,310,Broadway - 7Av,96 St,M,1 2 3,40.793919,-73.972323,EE352E,36061018300,0.705,36061017900,0.295,107264
26,313,Broadway - 7Av,72 St,M,1 2 3,40.778453,-73.98197,EE352E,36061015900,0.625,36061015700,0.375,122581
27,317,Broadway - 7Av,Times Sq - 42 St,M,1 2 3,40.75529,-73.987495,EE352E,36061011300,0.938,36061011900,0.062,104235
28,318,Broadway - 7Av,34 St - Penn Station,M,1 2 3,40.750373,-73.991057,EE352E,36061010100,0.893,36061010900,0.107,149645
29,322,Broadway - 7Av,14 St,M,1 2 3,40.737826,-74.000201,EE352E,36061008100,0.521,36061007700,0.479,130941
30,327,Broadway - 7Av,Chambers St,M,1 2 3,40.715478,-74.009266,EE352E,36061002100,0.944,36061003300,0.056,246843
31,331,Clark St,Park Pl,M,2 3,40.713051,-74.008811,EE352E,36061002100,0.92,36061001300,0.08,241097
32,332,Clark St,Fulton St,M,2 3,40.709416,-74.006571,EE352E,36061002100,0.53,36061001300,0.47,198005
33,333,Clark St,Wall St,M,2 3,40.706821,-74.0091,EE352E,36061001300,0.748,36061002100,0.252,167227
34,334,Clark St,Clark St,Bk,2 3,40.697466,-73.993086,EE352E,36047000502,0.533,36047000501,0.467,117139
35,335,Clark St,Borough Hall,Bk,2 3,40.693219,-73.989998,EE352E,36047000900,0.517,36047001100,0.483,144507
36,336,Eastern Pky,Hoyt St,Bk,2 3,40.690545,-73.985065,EE352E,36047003700,0.924,36047001100,0.076,135460
37,337,Eastern Pky,Nevins St,Bk,2 3 4 5,40.688246,-73.980492,EE352E,36047003300,0.553,36047003900,0.447,113941
38,338,Eastern Pky,Atlantic Av - Barclays Ctr,Bk,2 3,40.684359,-73.977666,EE352E,36047003500,0.693,36047012901,0.307,86835
39,339,Eastern Pky,Bergen St,Bk,2 3,40.680829,-73.975098,EE352E,36047012902,0.851,36047016100,0.149,111102
40,340,Eastern Pky,Grand Army Plaza,Bk,2 3,40.675235,-73.971046,EE352E,36047015900,0.673,36047016300,0.327,120194
41,341,Eastern Pky,Eastern Pkwy - Brooklyn Museum,Bk,2 3,40.671987,-73.964375,EE352E,36047021500,0.848,36047020700,0.152,74817
42,342,Eastern Pky,Franklin Av,Bk,2 3 4 5,40.670682,-73.958131,EE352E,36047021700,0.666,36047021900,0.334,61022
43,353,Nostrand,President St,Bk,2 5,40.667883,-73.950683,EE352E,36047031900,0.547,36047032100,0.453,49414
44,354,Nostrand,Sterling St,Bk,2 5,40.662742,-73.95085,EE352E,36047032900,0.652,36047080000,0.348,52864
45,355,Nostrand,Winthrop St,Bk,2 5,40.656652,-73.9502,EE352E,36047080400,0.602,36047080200,0.398,43624
46,356,Nostrand,Church Av,Bk,2 5,40.650843,-73.949575,EE352E,36047082400,0.682,36047082000,0.318,41262
47,357,Nostrand,Beverly Rd,Bk,2 5,40.645098,-73.948959,EE352E,36047082600,1.0,36047082400,0.0,44697
48,358,Nostrand,Newkirk Av,Bk,2 5,40.639967,-73.948411,EE352E,36047082800,0.789,36047078800,0.211,47074
49,359,Nostrand,Flatbush Av - Brooklyn College,Bk,2 5,40.632836,-73.947642,EE352E,36047077400,0.582,36047078600,0.418,58775
